Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Lufttemperatur,Kvalitet,Latitude,Longitude,,Tidsutsnitt:
01/10/1923 00:00,01/11/1923 00:00,1923-10,7.8,G,57.4034,18.5297,,
01/11/1923 00:00,01/12/1923 00:00,1923-11,2.1,G,57.4034,18.5297,,
01/12/1923 00:00,01/01/1924 00:00,1923-12,-1.9,G,57.4034,18.5297,,
01/01/1924 00:00,01/02/1924 00:00,1924-01,-3.5,G,57.4034,18.5297,,
01/02/1924 00:00,01/03/1924 00:00,1924-02,-5.7,G,57.4034,18.5297,,
01/03/1924 00:00,01/04/1924 00:00,1924-03,-2.1,G,57.4034,18.5297,,
01/04/1924 00:00,01/05/1924 00:00,1924-04,1.8,G,57.4034,18.5297,,
01/05/1924 00:00,01/06/1924 00:00,1924-05,9.5,G,57.4034,18.5297,,
01/06/1924 00:00,01/07/1924 00:00,1924-06,13.5,G,57.4034,18.5297,,
01/07/1924 00:00,01/08/1924 00:00,1924-07,15.5,G,57.4034,18.5297,,
01/08/1924 00:00,01/09/1924 00:00,1924-08,15.1,G,57.4034,18.5297,,
01/09/1924 00:00,01/10/1924 00:00,1924-09,12.7,G,57.4034,18.5297,,
01/10/1924 00:00,01/11/1924 00:00,1924-10,8.1,G,57.4034,18.5297,,
01/11/1924 00:00,01/12/1924 00:00,1924-11,3.8,G,57.4034,18.5297,,
01/12/1924 00:00,01/01/1925 00:00,1924-12,2.4,G,57.4034,18.5297,,
01/01/1925 00:00,01/02/1925 00:00,1925-01,0.5,G,57.4034,18.5297,,
01/02/1925 00:00,01/03/1925 00:00,1925-02,1.3,G,57.4034,18.5297,,
01/03/1925 00:00,01/04/1925 00:00,1925-03,-1.2,G,57.4034,18.5297,,
01/04/1925 00:00,01/05/1925 00:00,1925-04,4.4,G,57.4034,18.5297,,
01/05/1925 00:00,01/06/1925 00:00,1925-05,10.1,G,57.4034,18.5297,,
01/06/1925 00:00,01/07/1925 00:00,1925-06,12.9,G,57.4034,18.5297,,
01/07/1925 00:00,01/08/1925 00:00,1925-07,17.9,G,57.4034,18.5297,,
01/08/1925 00:00,01/09/1925 00:00,1925-08,15.9,G,57.4034,18.5297,,
01/09/1925 00:00,01/10/1925 00:00,1925-09,11.3,G,57.4034,18.5297,,
01/10/1925 00:00,01/11/1925 00:00,1925-10,4.9,G,57.4034,18.5297,,
01/11/1925 00:00,01/12/1925 00:00,1925-11,-0.5,G,57.4034,18.5297,,
01/12/1925 00:00,01/01/1926 00:00,1925-12,-2.9,G,57.4034,18.5297,,
01/01/1926 00:00,01/02/1926 00:00,1926-01,-1.9,G,57.4034,18.5297,,
01/02/1926 00:00,01/03/1926 00:00,1926-02,-1.9,G,57.4034,18.5297,,
01/03/1926 00:00,01/04/1926 00:00,1926-03,-0.3,G,57.4034,18.5297,,
01/04/1926 00:00,01/05/1926 00:00,1926-04,4.2,G,57.4034,18.5297,,
01/05/1926 00:00,01/06/1926 00:00,1926-05,8.9,G,57.4034,18.5297,,
